order_id,order_date,customer_id,country,city,channel,product_id,category,subcategory,unit_price,quantity,discount,revenue,cost
O1173,2023-10-23 00:00:00,C11774,Sweden,Gothenburg,Web,P1107,Home,Kitchen,817.63,1,0.0,817.63,498.77
O1174,2024-07-05 00:00:00,C10921,UK,Manchester,Web,P1288,Beauty,Makeup,351.42,1,0.0,351.42,200.9
O1174,2024-07-05 00:00:00,C10921,UK,Manchester,Web,P1102,Home,Kitchen,373.98,2,0.0,747.96,459.09
O1175,2023-06-22 00:00:00,C10187,USA,New York,Web,P1130,Home,Decor,595.06,7,0.18,3404.25,2926.5
O1176,2023-12-31 00:00:00,C11384,USA,New York,Mobile App,P1228,Sports,Fitness,1607.31,3,0.0,4821.93,3274.42
O1176,2023-12-31 00:00:00,C11384,USA,New York,Mobile App,P1183,Fashion,Accessories,872.93,6,0.0,5237.59,4070.86
O1177,2024-10-12 00:00:00,C10717,Netherlands,Rotterdam,Mobile App,P1063,Electronics,Audio,407.46,2,0.01,809.91,488.04
O1178,2024-05-08 00:00:00,C10433,Germany,Berlin,Marketplace,P1070,Electronics,Audio,742.76,1,0.0,742.76,530.16
O1178,2024-05-08 00:00:00,C10433,Germany,Berlin,Marketplace,P1129,Home,Decor,681.73,5,0.0,3408.66,2543.59
O1179,2024-06-29 00:00:00,C10971,Germany,Cologne,Web,P1285,Beauty,Makeup,65.74,2,0.0,131.48,85.66
O1180,2024-08-26 00:00:00,C10178,Brazil,São Paulo,Web,P1067,Electronics,Audio,1075.62,1,0.0,1075.62,647.38
O1181,2024-01-05 00:00:00,C10570,Australia,Brisbane,Mobile App,P1032,Electronics,Laptops,64.19,5,0.0,320.93,193.37
O1181,2024-01-05 00:00:00,C10570,Australia,Brisbane,Mobile App,P1112,Home,Kitchen,1134.27,1,0.0,1134.27,641.37
O1182,2023-06-02 00:00:00,C10460,France,Lyon,Mobile App,P1234,Sports,Fitness,233.49,1,0.0,233.49,132.99
O1182,2023-06-02 00:00:00,C10460,France,Lyon,Mobile App,P1223,Sports,Fitness,448.13,1,0.0,448.13,253.46
O1182,2023-06-02 00:00:00,C10460,France,Lyon,Mobile App,P1194,Fashion,Accessories,361.16,1,0.11,321.11,213.44
O1183,2023-08-09 00:00:00,C11228,Germany,Cologne,Retail Store,P1076,Electronics,Audio,974.12,2,0.07,1818.6,1389.51
O1184,2023-05-21 00:00:00,C10714,Netherlands,Amsterdam,Marketplace,P1141,Fashion,Men,338.26,2,0.0,676.52,419.31
O1185,2024-03-13 00:00:00,C11544,Australia,Melbourne,Mobile App,P1093,Home,Furniture,657.95,2,0.0,1315.9,993.92
O1185,2024-03-13 00:00:00,C11544,Australia,Melbourne,Mobile App,P1120,Home,Decor,1080.47,2,0.0,2160.94,1274.64
O1185,2024-03-13 00:00:00,C11544,Australia,Melbourne,Mobile App,P1090,Home,Furniture,148.58,1,0.0,148.58,101.48
O1186,2024-03-06 00:00:00,C10650,Germany,Cologne,Web,P1307,Beauty,Haircare,374.5,5,0.07,1737.97,1363.54
O1186,2024-03-06 00:00:00,C10650,Germany,Cologne,Web,P1313,Beauty,Haircare,959.15,3,0.0,2877.45,2104.28
O1187,2023-01-26 00:00:00,C11649,USA,New York,Web,P1009,Electronics,Phones,770.74,2,0.0,1541.48,1127.48
O1187,2023-01-26 00:00:00,C11649,USA,New York,Web,P1120,Home,Decor,816.56,4,0.09,2972.52,2584.0
O1188,2023-03-08 00:00:00,C10350,Brazil,São Paulo,Web,P1058,Electronics,Accessories,41.62,1,0.0,41.62,31.65
O1189,2024-10-09 00:00:00,C10910,USA,New York,Web,P1214,Sports,Outdoor,861.86,1,0.0,861.86,505.26
O1189,2024-10-09 00:00:00,C10910,USA,New York,Web,P1148,Fashion,Men,91.61,2,0.0,183.22,128.77
O1190,2023-03-17 00:00:00,C10591,Germany,Hamburg,Web,P1027,Electronics,Laptops,643.8,4,0.0,2575.22,2015.73
O1190,2023-03-17 00:00:00,C10591,Germany,Hamburg,Web,P1268,Beauty,Skincare,423.55,2,0.0,847.1,584.33
O1190,2023-03-17 00:00:00,C10591,Germany,Hamburg,Web,P1280,Beauty,Makeup,1013.2,2,0.0,2026.41,1212.82
O1191,2024-03-09 00:00:00,C10779,Australia,Melbourne,Web,P1125,Home,Decor,336.18,2,0.09,611.61,458.55
O1191,2024-03-09 00:00:00,C10779,Australia,Melbourne,Web,P1145,Fashion,Men,41.44,1,0.0,41.44,24.85
O1191,2024-03-09 00:00:00,C10779,Australia,Melbourne,Web,P1041,Electronics,Accessories,542.16,1,0.0,542.16,312.68
O1192,2023-10-15 00:00:00,C11019,India,Delhi,Mobile App,P1108,Home,Kitchen,271.11,3,0.0,813.32,452.3
O1193,2023-01-05 00:00:00,C10671,Australia,Brisbane,Retail Store,P1154,Fashion,Men,944.9,1,0.0,944.9,663.21
O1193,2023-01-05 00:00:00,C10671,Australia,Brisbane,Retail Store,P1090,Home,Furniture,175.79,2,0.0,351.58,229.37
O1193,2023-01-05 00:00:00,C10671,Australia,Brisbane,Retail Store,P1243,Sports,Athleisure,504.17,2,0.0,1008.33,676.57
O1194,2023-05-29 00:00:00,C11135,Australia,Sydney,Web,P1105,Home,Kitchen,226.65,1,0.0,226.65,166.98
O1194,2023-05-29 00:00:00,C11135,Australia,Sydney,Web,P1319,Beauty,Haircare,317.64,1,0.0,317.64,195.65
O1195,2024-05-11 00:00:00,C11156,Sweden,Malmö,Web,P1171,Fashion,Women,33.23,3,0.07,92.98,78.48
O1196,2023-09-17 00:00:00,C11259,Germany,Munich,Marketplace,P1135,Home,Decor,294.5,4,0.0,1178.01,777.54
O1197,2023-01-04 00:00:00,C10557,Australia,Brisbane,Web,P1047,Electronics,Accessories,487.94,3,0.07,1368.05,1122.95
O1197,2023-01-04 00:00:00,C10557,Australia,Brisbane,Web,P1281,Beauty,Makeup,484.22,5,0.0,2421.12,1561.59
O1198,2024-03-09 00:00:00,C10855,Netherlands,Amsterdam,Marketplace,P1083,Home,Furniture,89.14,3,0.0,267.41,199.61
O1198,2024-03-09 00:00:00,C10855,Netherlands,Amsterdam,Marketplace,P1313,Beauty,Haircare,1103.88,8,0.0,8831.06,4869.64
O1199,2023-09-14 00:00:00,C10046,Australia,Brisbane,Marketplace,P1143,Fashion,Men,339.51,1,0.0,339.51,236.48
O1199,2023-09-14 00:00:00,C10046,Australia,Brisbane,Marketplace,P1006,Electronics,Phones,90.2,3,0.0,270.59,184.94
O1200,2024-01-10 00:00:00,C10122,UK,London,Web,P1310,Beauty,Haircare,490.44,1,0.01,486.91,325.47
O1200,2024-01-10 00:00:00,C10122,UK,London,Web,P1091,Home,Furniture,906.74,2,0.0,1813.49,1200.32
O1200,2024-01-10 00:00:00,C10122,UK,London,Web,P1006,Electronics,Phones,76.64,5,0.0,383.18,272.69
O1201,2024-05-27 00:00:00,C10485,Canada,Vancouver,Retail Store,P1269,Beauty,Skincare,330.33,1,0.0,330.33,194.88
O1201,2024-05-27 00:00:00,C10485,Canada,Vancouver,Retail Store,P1114,Home,Kitchen,899.47,4,0.0,3597.89,2023.69
O1202,2024-02-10 00:00:00,C11609,India,Delhi,Marketplace,P1005,Electronics,Phones,256.62,2,0.0,513.24,376.61
O1203,2023-06-23 00:00:00,C11333,Brazil,São Paulo,Web,P1204,Sports,Outdoor,691.37,4,0.12,2442.66,2170.07
O1203,2023-06-23 00:00:00,C11333,Brazil,São Paulo,Web,P1119,Home,Kitchen,586.22,3,0.09,1599.99,1065.21
O1204,2024-08-01 00:00:00,C11366,Germany,Berlin,Retail Store,P1153,Fashion,Men,617.87,1,0.07,572.05,430.0
O1204,2024-08-01 00:00:00,C11366,Germany,Berlin,Retail Store,P1063,Electronics,Audio,486.11,6,0.0,2916.67,1622.09
O1204,2024-08-01 00:00:00,C11366,Germany,Berlin,Retail Store,P1088,Home,Furniture,842.93,3,0.0,2528.79,1833.36
O1205,2023-08-13 00:00:00,C10557,Germany,Hamburg,Retail Store,P1105,Home,Kitchen,261.82,1,0.19,212.11,155.23
O1205,2023-08-13 00:00:00,C10557,Germany,Hamburg,Retail Store,P1257,Sports,Athleisure,879.32,4,0.0,3517.27,2785.72
O1206,2023-05-22 00:00:00,C10983,Brazil,Brasília,Retail Store,P1010,Electronics,Phones,34.57,1,0.0,34.57,26.92
O1206,2023-05-22 00:00:00,C10983,Brazil,Brasília,Retail Store,P1263,Beauty,Skincare,596.21,4,0.0,2384.84,1524.2
O1206,2023-05-22 00:00:00,C10983,Brazil,Brasília,Retail Store,P1245,Sports,Athleisure,1180.88,2,0.0,2361.76,1379.35
O1207,2023-01-19 00:00:00,C11686,Australia,Melbourne,Mobile App,P1139,Home,Decor,1167.57,1,0.0,1167.44,756.73
O1208,2023-02-27 00:00:00,C10377,Germany,Cologne,Mobile App,P1062,Electronics,Audio,906.47,3,0.0,2719.42,1994.27
O1208,2023-02-27 00:00:00,C10377,Germany,Cologne,Mobile App,P1094,Home,Furniture,1006.5,1,0.0,1006.5,570.1
O1209,2024-08-11 00:00:00,C10540,USA,Seattle,Retail Store,P1252,Sports,Athleisure,917.87,1,0.0,917.87,613.04
O1209,2024-08-11 00:00:00,C10540,USA,Seattle,Retail Store,P1043,Electronics,Accessories,956.08,3,0.0,2868.25,1621.85
O1210,2023-02-18 00:00:00,C10571,Netherlands,Utrecht,Mobile App,P1241,Sports,Athleisure,826.09,1,0.0,826.09,645.75
O1210,2023-02-18 00:00:00,C10571,Netherlands,Utrecht,Mobile App,P1146,Fashion,Men,772.38,1,0.14,664.08,431.79
O1210,2023-02-18 00:00:00,C10571,Netherlands,Utrecht,Mobile App,P1047,Electronics,Accessories,623.44,2,0.0,1246.88,917.01
O1211,2024-03-22 00:00:00,C10976,Netherlands,Rotterdam,Web,P1220,Sports,Fitness,863.83,2,0.06,1620.08,1176.07
O1212,2024-02-18 00:00:00,C11141,Sweden,Malmö,Web,P1204,Sports,Outdoor,841.19,3,0.0,2523.57,1406.44
O1213,2024-02-27 00:00:00,C11289,Canada,Montreal,Retail Store,P1116,Home,Kitchen,961.19,4,0.0,3844.77,3034.5
O1214,2023-12-12 00:00:00,C10834,UK,London,Retail Store,P1268,Beauty,Skincare,446.49,5,0.0,2232.43,1409.85
O1215,2023-09-07 00:00:00,C10997,India,Delhi,Marketplace,P1103,Home,Kitchen,520.4,4,0.0,2081.6,1435.82
O1215,2023-09-07 00:00:00,C10997,India,Delhi,Marketplace,P1148,Fashion,Men,69.77,3,0.0,209.32,116.45
O1216,2023-12-13 00:00:00,C10421,Canada,Vancouver,Marketplace,P1142,Fashion,Men,613.23,1,0.0,613.23,343.96
O1217,2024-04-10 00:00:00,C10855,UK,London,Marketplace,P1155,Fashion,Men,314.24,3,0.0,942.73,681.3
O1217,2024-04-10 00:00:00,C10855,UK,London,Marketplace,P1093,Home,Furniture,692.49,2,0.01,1366.62,877.18
O1218,2023-03-21 00:00:00,C11184,France,Paris,Mobile App,P1031,Electronics,Laptops,220.69,1,0.0,220.69,134.24
O1218,2023-03-21 00:00:00,C11184,France,Paris,Mobile App,P1047,Electronics,Accessories,609.7,1,0.0,609.7,439.96
O1218,2023-03-21 00:00:00,C11184,France,Paris,Mobile App,P1308,Beauty,Haircare,990.32,3,0.0,2970.95,2132.02
O1219,2024-03-15 00:00:00,C11681,Sweden,Gothenburg,Mobile App,P1238,Sports,Fitness,543.44,3,0.0,1630.33,1212.32
O1220,2024-05-23 00:00:00,C11373,Canada,Vancouver,Mobile App,P1073,Electronics,Audio,1037.33,2,0.12,1826.07,1190.57
O1221,2024-06-05 00:00:00,C10010,India,Mumbai,Retail Store,P1015,Electronics,Phones,181.08,2,0.0,362.17,279.28
O1221,2024-06-05 00:00:00,C10010,India,Mumbai,Retail Store,P1112,Home,Kitchen,856.73,1,0.0,856.73,587.94
O1222,2024-09-03 00:00:00,C10239,Netherlands,Utrecht,Mobile App,P1144,Fashion,Men,325.66,2,0.0,651.31,446.35
O1222,2024-09-03 00:00:00,C10239,Netherlands,Utrecht,Mobile App,P1256,Sports,Athleisure,1125.22,1,0.0,1125.22,640.42
O1223,2024-02-18 00:00:00,C10585,Brazil,Brasília,Web,P1160,Fashion,Women,421.83,2,0.12,746.12,469.77
O1223,2024-02-18 00:00:00,C10585,Brazil,Brasília,Web,P1315,Beauty,Haircare,871.0,4,0.0,3484.01,2256.07
O1223,2024-02-18 00:00:00,C10585,Brazil,Brasília,Web,P1193,Fashion,Accessories,692.86,1,0.0,692.86,481.11
O1224,2023-07-30 00:00:00,C10837,India,Hyderabad,Web,P1058,Electronics,Accessories,72.81,1,0.0,72.81,49.65
O1224,2023-07-30 00:00:00,C10837,India,Hyderabad,Web,P1010,Electronics,Phones,33.83,1,0.09,30.63,24.63
O1225,2023-04-29 00:00:00,C10191,India,Bengaluru,Web,P1219,Sports,Outdoor,1023.1,2,0.0,2046.19,1164.13
O1225,2023-04-29 00:00:00,C10191,India,Bengaluru,Web,P1002,Electronics,Phones,845.5,1,0.0,845.5,585.29
O1225,2023-04-29 00:00:00,C10191,India,Bengaluru,Web,P1297,Beauty,Makeup,160.1,3,0.0,480.29,326.2
O1226,2023-04-15 00:00:00,C11126,Australia,Melbourne,Web,P1170,Fashion,Women,809.0,1,0.0,809.0,569.89
O1226,2023-04-15 00:00:00,C11126,Australia,Melbourne,Web,P1005,Electronics,Phones,252.76,4,0.0,1011.03,561.84
O1226,2023-04-15 00:00:00,C11126,Australia,Melbourne,Web,P1055,Electronics,Accessories,971.54,2,0.0,1943.07,1254.95
O1227,2024-02-13 00:00:00,C10981,Sweden,Gothenburg,Retail Store,P1161,Fashion,Women,817.14,1,0.11,725.1,522.41
O1227,2024-02-13 00:00:00,C10981,Sweden,Gothenburg,Retail Store,P1094,Home,Furniture,1038.0,2,0.05,1967.33,1602.78
O1227,2024-02-13 00:00:00,C10981,Sweden,Gothenburg,Retail Store,P1047,Electronics,Accessories,618.22,2,0.0,1236.44,981.37
O1228,2023-02-22 00:00:00,C10760,France,Paris,Marketplace,P1121,Home,Decor,939.45,2,0.0,1878.91,1056.73
O1229,2024-05-05 00:00:00,C11395,Brazil,Rio de Janeiro,Retail Store,P1149,Fashion,Men,331.27,3,0.0,993.82,695.14
O1229,2024-05-05 00:00:00,C11395,Brazil,Rio de Janeiro,Retail Store,P1196,Fashion,Accessories,856.7,4,0.0,3426.81,2507.54
O1229,2024-05-05 00:00:00,C11395,Brazil,Rio de Janeiro,Retail Store,P1196,Fashion,Accessories,902.18,1,0.03,878.75,700.25
O1230,2024-08-18 00:00:00,C11728,Netherlands,Amsterdam,Web,P1201,Sports,Outdoor,88.61,1,0.0,88.61,60.15
O1230,2024-08-18 00:00:00,C11728,Netherlands,Amsterdam,Web,P1192,Fashion,Accessories,912.84,2,0.0,1825.69,1431.89
O1231,2024-07-05 00:00:00,C10010,UK,Leeds,Web,P1041,Electronics,Accessories,767.51,3,0.21,1817.78,1629.4
O1232,2024-09-10 00:00:00,C10781,India,Bengaluru,Web,P1125,Home,Decor,545.83,1,0.0,545.83,343.71
O1232,2024-09-10 00:00:00,C10781,India,Bengaluru,Web,P1294,Beauty,Makeup,189.95,1,0.0,189.95,129.91
O1232,2024-09-10 00:00:00,C10781,India,Bengaluru,Web,P1034,Electronics,Laptops,913.56,2,0.0,1827.12,1051.23
O1233,2024-06-25 00:00:00,C10223,India,Hyderabad,Web,P1283,Beauty,Makeup,118.9,3,0.0,356.7,226.8
O1233,2024-06-25 00:00:00,C10223,India,Hyderabad,Web,P1037,Electronics,Laptops,120.06,3,0.0,360.19,231.26
O1234,2024-08-17 00:00:00,C11333,France,Marseille,Marketplace,P1024,Electronics,Laptops,534.45,1,0.0,534.45,372.78
O1234,2024-08-17 00:00:00,C11333,France,Marseille,Marketplace,P1046,Electronics,Accessories,395.82,3,0.0,1187.46,714.88
O1234,2024-08-17 00:00:00,C11333,France,Marseille,Marketplace,P1279,Beauty,Skincare,899.13,3,0.0,2697.38,1910.5
O1235,2023-02-18 00:00:00,C11746,Australia,Melbourne,Mobile App,P1121,Home,Decor,984.37,4,0.06,3716.45,2516.06
O1235,2023-02-18 00:00:00,C11746,Australia,Melbourne,Mobile App,P1023,Electronics,Laptops,412.65,4,0.0,1650.59,1287.82
O1235,2023-02-18 00:00:00,C11746,Australia,Melbourne,Mobile App,P1235,Sports,Fitness,882.22,3,0.0,2646.65,1883.05
O1236,2024-07-24 00:00:00,C10846,UK,Leeds,Web,P1227,Sports,Fitness,563.84,1,0.02,553.09,444.71
O1236,2024-07-24 00:00:00,C10846,UK,Leeds,Web,P1098,Home,Furniture,40.87,1,0.0,40.87,27.88
O1236,2024-07-24 00:00:00,C10846,UK,Leeds,Web,P1093,Home,Furniture,564.99,1,0.0,564.99,413.27
O1237,2024-07-23 00:00:00,C10097,Netherlands,Utrecht,Web,P1080,Home,Furniture,1140.35,1,0.0,1140.35,862.13
O1238,2024-08-15 00:00:00,C11304,India,Bengaluru,Web,P1251,Sports,Athleisure,414.56,3,0.02,1216.3,802.01
O1239,2023-09-17 00:00:00,C10979,India,Hyderabad,Retail Store,P1190,Fashion,Accessories,120.4,3,0.0,361.2,223.04
O1239,2023-09-17 00:00:00,C10979,India,Hyderabad,Retail Store,P1310,Beauty,Haircare,447.07,1,0.0,447.07,248.59
O1239,2023-09-17 00:00:00,C10979,India,Hyderabad,Retail Store,P1139,Home,Decor,1314.19,1,0.0,1314.19,815.66
O1240,2023-08-01 00:00:00,C11061,USA,Austin,Web,P1259,Sports,Athleisure,113.71,3,0.12,301.56,196.8
O1241,2024-08-27 00:00:00,C10972,India,Bengaluru,Mobile App,P1154,Fashion,Men,1286.87,3,0.06,3614.23,2441.21
O1241,2024-08-27 00:00:00,C10972,India,Bengaluru,Mobile App,P1086,Home,Furniture,752.43,1,0.0,752.43,571.02
O1242,2024-09-03 00:00:00,C10134,UK,Manchester,Web,P1077,Electronics,Audio,78.24,2,0.0,155.73,107.21
O1243,2024-09-27 00:00:00,C11169,Australia,Melbourne,Mobile App,P1164,Fashion,Women,122.72,1,0.0,122.72,79.15
O1243,2024-09-27 00:00:00,C11169,Australia,Melbourne,Mobile App,P1136,Home,Decor,685.06,1,0.0,685.06,541.98
O1243,2024-09-27 00:00:00,C11169,Australia,Melbourne,Mobile App,P1282,Beauty,Makeup,476.9,2,0.0,953.8,754.32
O1244,2024-03-22 00:00:00,C11173,France,Lyon,Web,P1020,Electronics,Laptops,671.16,3,0.07,1873.81,1368.37
O1244,2024-03-22 00:00:00,C11173,France,Lyon,Web,P1089,Home,Furniture,687.09,1,0.09,628.23,413.25
O1245,2023-11-24 00:00:00,C10174,Sweden,Gothenburg,Web,P1314,Beauty,Haircare,986.4,3,0.0,2959.21,2163.4
O1246,2023-04-15 00:00:00,C11586,Sweden,Malmö,Marketplace,P1278,Beauty,Skincare,981.74,2,0.0,1963.48,1500.5
O1247,2024-08-07 00:00:00,C10758,India,Mumbai,Web,P1055,Electronics,Accessories,996.23,1,0.04,954.57,558.35
O1248,2024-10-20 00:00:00,C10140,Brazil,São Paulo,Marketplace,P1048,Electronics,Accessories,887.86,3,0.0,2663.58,1919.55
O1248,2024-10-20 00:00:00,C10140,Brazil,São Paulo,Marketplace,P1276,Beauty,Skincare,1115.48,2,0.11,1991.36,1723.07
O1249,2023-01-14 00:00:00,C10165,India,Delhi,Web,P1116,Home,Kitchen,796.0,1,0.0,796.0,570.43
O1249,2023-01-14 00:00:00,C10165,India,Delhi,Web,P1270,Beauty,Skincare,1058.11,2,0.0,2116.22,1366.09
O1249,2023-01-14 00:00:00,C10165,India,Delhi,Web,P1130,Home,Decor,520.49,4,0.09,1893.83,1444.76
O1250,2023-05-22 00:00:00,C11260,Canada,Montreal,Retail Store,P1284,Beauty,Makeup,752.92,4,0.08,2756.61,1931.48
O1250,2023-05-22 00:00:00,C11260,Canada,Montreal,Retail Store,P1102,Home,Kitchen,379.96,5,0.0,1899.8,1125.91
O1251,2023-12-04 00:00:00,C10219,Sweden,Stockholm,Mobile App,P1234,Sports,Fitness,227.06,1,0.0,227.06,159.12
O1251,2023-12-04 00:00:00,C10219,Sweden,Stockholm,Mobile App,P1019,Electronics,Phones,419.99,4,0.0,1679.95,1205.01
O1251,2023-12-04 00:00:00,C10219,Sweden,Stockholm,Mobile App,P1060,Electronics,Audio,461.1,1,0.0,461.1,325.17
O1252,2024-04-14 00:00:00,C10740,Sweden,Gothenburg,Mobile App,P1106,Home,Kitchen,446.52,1,0.02,439.03,283.2
O1253,2023-12-19 00:00:00,C10220,Australia,Brisbane,Marketplace,P1047,Electronics,Accessories,856.69,3,0.0,2570.06,1649.09
O1253,2023-12-19 00:00:00,C10220,Australia,Brisbane,Marketplace,P1133,Home,Decor,423.11,1,0.0,423.11,337.74
O1254,2024-04-05 00:00:00,C11176,Australia,Melbourne,Web,P1185,Fashion,Accessories,839.53,3,0.0,2518.6,1615.69
O1255,2023-08-14 00:00:00,C10211,Netherlands,Utrecht,Web,P1158,Fashion,Men,240.6,2,0.0,481.21,278.36
O1256,2024-08-23 00:00:00,C11136,Netherlands,Amsterdam,Web,P1023,Electronics,Laptops,522.86,2,0.0,1045.72,578.28
O1256,2024-08-23 00:00:00,C11136,Netherlands,Amsterdam,Web,P1024,Electronics,Laptops,512.44,1,0.0,512.44,289.48
O1256,2024-08-23 00:00:00,C11136,Netherlands,Amsterdam,Web,P1318,Beauty,Haircare,187.96,2,0.0,375.93,238.82
O1257,2024-01-03 00:00:00,C11728,Australia,Brisbane,Mobile App,P1089,Home,Furniture,532.7,3,0.14,1370.8,1222.5
O1258,2023-08-19 00:00:00,C11722,USA,San Francisco,Web,P1094,Home,Furniture,734.14,3,0.0,2202.42,1235.32
O1259,2024-06-14 00:00:00,C10186,USA,Seattle,Web,P1151,Fashion,Men,284.08,1,0.13,245.87,175.83
O1259,2024-06-14 00:00:00,C10186,USA,Seattle,Web,P1033,Electronics,Laptops,1306.65,2,0.0,2613.31,1729.13
O1260,2023-04-29 00:00:00,C11212,France,Paris,Retail Store,P1230,Sports,Fitness,892.03,1,0.0,892.03,572.64
O1260,2023-04-29 00:00:00,C11212,France,Paris,Retail Store,P1155,Fashion,Men,304.19,4,0.0,1216.75,793.22
O1260,2023-04-29 00:00:00,C11212,France,Paris,Retail Store,P1102,Home,Kitchen,420.76,1,0.0,420.76,299.07
O1261,2023-10-12 00:00:00,C10245,Canada,Toronto,Web,P1213,Sports,Outdoor,309.16,5,0.01,1523.38,870.91
O1261,2023-10-12 00:00:00,C10245,Canada,Toronto,Web,P1043,Electronics,Accessories,1321.95,2,0.0,2643.89,1951.92
O1261,2023-10-12 00:00:00,C10245,Canada,Toronto,Web,P1011,Electronics,Phones,1238.67,2,0.0,2477.35,1626.06
O1262,2023-11-02 00:00:00,C11581,Canada,Calgary,Mobile App,P1260,Beauty,Skincare,691.28,2,0.08,1277.1,921.13
O1262,2023-11-02 00:00:00,C11581,Canada,Calgary,Mobile App,P1269,Beauty,Skincare,428.9,2,0.0,857.81,682.4
O1263,2023-08-31 00:00:00,C11412,France,Paris,Mobile App,P1187,Fashion,Accessories,438.63,3,0.0,1315.89,777.53
O1264,2023-03-11 00:00:00,C10233,UK,Leeds,Mobile App,P1098,Home,Furniture,28.72,2,0.08,52.92,35.25
O1264,2023-03-11 00:00:00,C10233,UK,Leeds,Mobile App,P1114,Home,Kitchen,680.87,4,0.0,2723.48,1862.65
O1264,2023-03-11 00:00:00,C10233,UK,Leeds,Mobile App,P1049,Electronics,Accessories,257.25,2,0.0,514.5,337.01
O1265,2023-07-20 00:00:00,C11241,UK,Bristol,Web,P1202,Sports,Outdoor,215.49,3,0.02,634.67,464.6
O1265,2023-07-20 00:00:00,C11241,UK,Bristol,Web,P1187,Fashion,Accessories,673.61,4,0.0,2694.45,1904.41
O1265,2023-07-20 00:00:00,C11241,UK,Bristol,Web,P1266,Beauty,Skincare,806.36,2,0.0,1612.72,1022.3
O1266,2024-10-31 00:00:00,C11489,Germany,Berlin,Web,P1061,Electronics,Audio,277.21,1,0.0,277.21,155.94
O1266,2024-10-31 00:00:00,C11489,Germany,Berlin,Web,P1259,Sports,Athleisure,126.36,1,0.01,124.88,75.23
O1266,2024-10-31 00:00:00,C11489,Germany,Berlin,Web,P1260,Beauty,Skincare,776.67,3,0.0,2330.01,1286.33
O1267,2023-03-08 00:00:00,C10116,Australia,Melbourne,Retail Store,P1225,Sports,Fitness,295.73,2,0.0,591.47,469.2
O1267,2023-03-08 00:00:00,C10116,Australia,Melbourne,Retail Store,P1043,Electronics,Accessories,946.96,1,0.0,946.96,738.61
O1267,2023-03-08 00:00:00,C10116,Australia,Melbourne,Retail Store,P1167,Fashion,Women,174.42,2,0.0,348.84,230.57
O1268,2023-06-30 00:00:00,C11073,Australia,Melbourne,Web,P1145,Fashion,Men,63.79,1,0.0,63.79,46.49
O1269,2023-04-17 00:00:00,C10809,USA,New York,Retail Store,P1067,Electronics,Audio,1020.64,2,0.02,1995.7,1322.86
O1269,2023-04-17 00:00:00,C10809,USA,New York,Retail Store,P1076,Electronics,Audio,1035.95,1,0.02,1013.71,789.09
O1270,2023-04-28 00:00:00,C11411,India,Delhi,Web,P1052,Electronics,Accessories,1286.16,3,0.0,3858.48,2785.06
O1270,2023-04-28 00:00:00,C11411,India,Delhi,Web,P1096,Home,Furniture,632.31,1,0.07,590.76,493.81
O1271,2023-09-01 00:00:00,C11398,Germany,Berlin,Web,P1154,Fashion,Men,1158.23,4,0.0,4632.94,3178.26
O1271,2023-09-01 00:00:00,C11398,Germany,Berlin,Web,P1053,Electronics,Accessories,1363.3,1,0.0,1363.3,859.62
O1272,2023-06-27 00:00:00,C11350,France,Lyon,Web,P1145,Fashion,Men,50.25,3,0.0,150.74,86.1
O1272,2023-06-27 00:00:00,C11350,France,Lyon,Web,P1185,Fashion,Accessories,741.11,2,0.01,1472.33,881.85
O1273,2024-04-19 00:00:00,C10389,France,Marseille,Marketplace,P1213,Sports,Outdoor,298.75,2,0.07,554.01,401.41
O1274,2024-03-27 00:00:00,C10934,Australia,Brisbane,Web,P1163,Fashion,Women,475.35,1,0.0,475.35,312.89
O1275,2023-01-18 00:00:00,C11088,Netherlands,Utrecht,Mobile App,P1206,Sports,Outdoor,146.81,3,0.0,439.76,294.93
O1276,2024-06-30 00:00:00,C11783,France,Lyon,Mobile App,P1047,Electronics,Accessories,470.86,1,0.01,463.87,314.19
O1277,2024-09-02 00:00:00,C10373,Germany,Cologne,Web,P1017,Electronics,Phones,667.21,1,0.0,667.21,421.17
O1277,2024-09-02 00:00:00,C10373,Germany,Cologne,Web,P1000,Electronics,Phones,504.08,2,0.15,852.08,675.99
O1277,2024-09-02 00:00:00,C10373,Germany,Cologne,Web,P1075,Electronics,Audio,954.85,5,0.0,4774.27,2699.38
O1278,2024-05-25 00:00:00,C10687,Germany,Hamburg,Mobile App,P1228,Sports,Fitness,939.4,1,0.11,835.02,637.59
O1278,2024-05-25 00:00:00,C10687,Germany,Hamburg,Mobile App,P1074,Electronics,Audio,691.47,1,0.0,691.47,388.53
O1278,2024-05-25 00:00:00,C10687,Germany,Hamburg,Mobile App,P1268,Beauty,Skincare,443.02,1,0.0,443.02,285.54
O1279,2023-10-10 00:00:00,C10532,France,Lyon,Mobile App,P1268,Beauty,Skincare,370.77,5,0.04,1779.76,1477.79
O1280,2024-06-17 00:00:00,C10839,Germany,Munich,Web,P1090,Home,Furniture,133.67,4,0.0,534.7,420.68
O1280,2024-06-17 00:00:00,C10839,Germany,Munich,Web,P1177,Fashion,Women,550.57,2,0.0,1101.15,645.55
O1280,2024-06-17 00:00:00,C10839,Germany,Munich,Web,P1307,Beauty,Haircare,376.19,2,0.0,752.39,569.08
